IS_name,component_name,feature_name,concentration_units,llod,ulod,lloq,uloq,correlation_coefficient,n_points,transformation_model,transformation_model_param_slope,transformation_model_param_intercept,transformation_model_param_symmetric_regression,transformation_model_param_x_weight,transformation_model_param_y_weight,transformation_model_param_x_datum_min,transformation_model_param_x_datum_max,transformation_model_param_y_datum_min,transformation_model_param_y_datum_max
dgmp.dgmp_1.Heavy,dgmp.dgmp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dgmp.dgmp_1.Heavy,dgmp.dgmp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dtmp.dtmp_1.Heavy,dtmp.dtmp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
ribflv.ribflv_1.Heavy,ribflv.ribflv_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
amp.amp_1.Heavy,amp.amp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
amp.amp_1.Heavy,amp.amp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gmp.gmp_1.Heavy,gmp.gmp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gmp.gmp_1.Heavy,gmp.gmp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
imp.imp_1.Heavy,imp.imp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
imp.imp_1.Heavy,imp.imp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
camp.camp_1.Heavy,camp.camp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
camp.camp_1.Heavy,camp.camp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gthox.gthox_1.Heavy,gthox.gthox_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gthox.gthox_1.Heavy,gthox.gthox_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dtmp.dtmp_1.Heavy,btn.btn_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dtmp.dtmp_1.Heavy,btn.btn_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
mmal.mmal_1.Heavy,mmal.mmal_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
mmal.mmal_1.Heavy,mmal.mmal_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
succ.succ_1.Heavy,succ.succ_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
succ.succ_1.Heavy,succ.succ_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
mal-L.mal-L_1.Heavy,mal-L.mal-L_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
glutacon.glutacon_1.Heavy,glutacon.glutacon_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fum.fum_1.Heavy,fum.fum_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udpg.udpg_1.Heavy,udpg.udpg_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udpg.udpg_1.Heavy,udpg.udpg_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
damp.damp_1.Heavy,damp.damp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
damp.damp_1.Heavy,damp.damp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fum.fum_1.Heavy,oxa.oxa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fum.fum_1.Heavy,oxa.oxa_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
akg.akg_1.Heavy,actp.actp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
akg.akg_1.Heavy,actp.actp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
akg.akg_1.Heavy,akg.akg_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
oaa.oaa_1.Heavy,oaa.oaa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adpglc.adpglc_1.Heavy,dtdpglu.dtdpglu_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adpglc.adpglc_1.Heavy,dtdpglu.dtdpglu_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadh.nadh_1.Heavy,nadh.nadh_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadh.nadh_1.Heavy,nadh.nadh_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adpglc.adpglc_1.Heavy,adpglc.adpglc_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adpglc.adpglc_1.Heavy,adpglc.adpglc_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
akg.akg_1.Heavy,chor.chor_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
ribflv.ribflv_1.Heavy,fol.fol_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
ribflv.ribflv_1.Heavy,fol.fol_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dgdp.dgdp_1.Heavy,dgdp.dgdp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dgdp.dgdp_1.Heavy,dgdp.dgdp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gdp.gdp_1.Heavy,gdp.gdp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gdp.gdp_1.Heavy,gdp.gdp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
6pgc.6pgc_1.Heavy,6pgc.6pgc_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,Pool_2pg_3pg.Pool_2pg_3pg_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dcdp.dcdp_1.Heavy,dcdp.dcdp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dcdp.dcdp_1.Heavy,dcdp.dcdp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adp.adp_1.Heavy,adp.adp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
adp.adp_1.Heavy,adp.adp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,2mcit.2mcit_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,2mcit.2mcit_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udp.udp_1.Heavy,udp.udp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udp.udp_1.Heavy,udp.udp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
acon-C.acon-C_1.Heavy,acon-C.acon-C_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
acon-C.acon-C_1.Heavy,acon-C.acon-C_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadp.nadp_1.Heavy,nadp.nadp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadp.nadp_1.Heavy,nadp.nadp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
pep.pep_1.Heavy,pep.pep_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
pep.pep_1.Heavy,pep.pep_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dadp.dadp_1.Heavy,dadp.dadp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dadp.dadp_1.Heavy,dadp.dadp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,cit.cit_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,cit.cit_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,icit.icit_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
cit.cit_1.Heavy,icit.icit_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fad.fad_1.Heavy,fad.fad_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fad.fad_1.Heavy,fad.fad_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fdp.fdp_1.Heavy,fdp.fdp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
fdp.fdp_1.Heavy,fdp.fdp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udpglcur.udpglcur_1.Heavy,udpglcur.udpglcur_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
udpglcur.udpglcur_1.Heavy,udpglcur.udpglcur_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dgtp.dgtp_1.Heavy,dgtp.dgtp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dctp.dctp_1.Heavy,ctp.ctp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dctp.dctp_1.Heavy,ctp.ctp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dctp.dctp_1.Heavy,dctp.dctp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
dctp.dctp_1.Heavy,dctp.dctp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,ditp.ditp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,ditp.ditp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,dutp.dutp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,dutp.dutp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,itp.itp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,itp.itp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
utp.utp_1.Heavy,utp.utp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
utp.utp_1.Heavy,utp.utp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
23dpg.23dpg_1.Heavy,23dpg.23dpg_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
23dpg.23dpg_1.Heavy,23dpg.23dpg_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
atp.atp_1.Heavy,atp.atp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
atp.atp_1.Heavy,atp.atp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,datp.datp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,datp.datp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,dttp.dttp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
datp.datp_1.Heavy,dttp.dttp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gtp.gtp_1.Heavy,gtp.gtp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
gtp.gtp_1.Heavy,gtp.gtp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
prpp.prpp_1.Heavy,prpp.prpp_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
prpp.prpp_1.Heavy,prpp.prpp_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadph.nadph_1.Heavy,nadph.nadph_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
nadph.nadph_1.Heavy,nadph.nadph_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
phpyr.phpyr_1.Heavy,phpyr.phpyr_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
phpyr.phpyr_1.Heavy,phpyr.phpyr_2.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
coa.coa_1.Heavy,coa.coa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
accoa.accoa_1.Heavy,accoa.accoa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
accoa.accoa_1.Heavy,malcoa.malcoa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
accoa.accoa_1.Heavy,succoa.succoa_1.Light,peak_apex_int,uM,,,,,,,linear,1,0,FALSE,ln(x),ln(y),-1.00E+15,1.00E+15,-1.00E+15,1.00E+15
